"","x"
"3319","government senior mgr"
"3320","real estate assistant"
"3321","business intelligence manager"
"3322","warehousing and distribution"
"3323","maintenance mechanic"
"3324","teachet"
"3325","production management"
"3326","diplomar"
"3327","traducteur-réviseur"
"3328","orthophoniste"
"3329","chômage"
"3330","industrial mechanic"
"3331","secrétaire de gestion"
"3332","éducation"
"3333","payroll assistant"
"3334","oceaonographic research"
"3335","agent de bord"
"3336","high tech"
"3337","directeur de services à domicile(clsc)"
"3338","femme et mère au foyer"
"3339","adjointe"
"3340","order picker"
"3341","travailleur autonome (photographe)"
"3342","religious work"
"3343","human resources administration"
"3344","apprvisioneur"
"3345","tech en environnement"
"3346","telephone worker"
"3347","academic counselling"
"3348","homme au foyer"
"3349","chartered bank middle mgr"
"3350","training consultant"
"3351","retired - computer systems analyst"
"3352","journaliste"
"3353","university lecturer"
"3354","professeur d'université retraité"
"3355","bookkeeper, secretary"
"3356","disabled/unemployed"
"3357","telecommunication sales"
"3358","ingenieur en mecanique des roches"
"3359","journalist farmer teacher"
"3360","forestry crewman"
"3361","oil/gas"
"3362","retraités"
"3363","canadian armed forces"
"3364","gov worker"
"3365","travailleur a temps plein"
"3366","airline"
"3367","health coach"
"3368","retraitée. infirmière de formation"
"3369","travail temps plein"
"3370","secretary/property management"
"3371","directeur général (cga)"
"3372","bibliothécaire"
"3373","enseignement"
"3374","cadre dans la fonction publique fédérale"
"3375","tech éducation spécialisée"
"3376","news director"
"3377","he advisor"
"3378","residental counsellor"
"3379","fonctionnaire provincial"
"3380","controleur circulation aérienne"
"3381","trainer, facilitator, consultant"
"3382","v.p. dairy company"
"3383","cashier, tim hortons"
"3384","draughtsman"
"3385","conseillère d'orientation"
"3386","office admin."
"3387","quality engineering"
"3388","agence de communication"
"3389","youth councellor"
"3390","credit assistant"
"3391","facilities manager"
"3392","meterology"
"3393","applications engineer"
"3394","retail marketer"
"3395","online saleswoman"
"3396","self emplyed"
"3397","occupation"
"3398","oil and gas worker"
"3399","both, retired coast guard, now contract my services part of the year"
"3400","policy director"
"3401","csr supervisor"
"3402","admininstrative"
"3403","pedothist"
"3404","coordinator of volunteers"
"3405","transport industry"
"3406","inspector for national defence"
"3407","professeur-chercheur"
"3408","technologue médical de laboratoire"
"3409","artistic director"
"3410","magasinier"
"3411","federal goverment- medically retired"
"3412","labour inspector"
"3413","gerstinnaire"
"3414","femme au foyer"
"3415","library worker"
"3416","safety technician"
"3417","tire industry"
"3418","parent educator"
"3419","warehouse team leader"
"3420","agronome"
"3421","fonctionnaire - analyste"
"3422","entreupeneur"
"3423","small business, retail, owner"
"3424","trust company manager"
"3425","not working."
"3426","retired - banker"
"3427","operateur machine fixe"
"3428","middle mgt"
"3429","stock mangerment"
"3430","pre-loader"
"3431","ingénieur en ressource hydrique"
"3432","employés"
"3433","senior capital markets operations administrator"
"3434","english teacher"
"3435","gestionnaire de publications"
"3436","aquatic scientist"
"3437","postal worket"
"3438","telecom network engineer"
"3439","program coordinator, no"
"3440","commercial banker"
"3441","teachers"
"3442","cn conductor"
"3443","retired legal assistant"
"3444","combat systems engineer"
"3445","retired but working part time"
"3446","medical social work"
"3447","training professional"
"3448","chief client officer"
"3449","chief mate"
"3450","team leader"
"3451","prof de fac"
"3452","department of national defence"
"3453","part time job"
"3454","college administrator"
"3455","parttime retired"
"3456","client services"
"3457","control technician"
"3458","general office"
"3459","process specialist"
"3460","entry level at a call centre"
"3461","parts sales"
"3462","teacher - computers"
"3463","unemployed semi retired"
"3464","traductrice-réviseurs"
"3465","conseillere en gestion de projet"
"3466","sales in ag"
"3467","grad student"
"3468","coal miner"
"3469","filmmaker"
"3470","human resources advisor"
"3471","petroleum sales rep."
"3472","analyste financiere"
"3473","lawv enforcement"
"3474","mdn"
"3475","home care"
"3476","manager of trades"
"3477","nursing unit assistant"
"3478","ontario parks"
"3479","computer project manager"
"3480","opera singer"
"3481","it systems"
"3482","broadcast media"
"3483","certified public accountant"
"3484","city wooker"
"3485","commercial pilot"
"3486","decoration interieure"
"3487","dara administration"
"3488","service tech"
"3489","police oficer"
"3490","director of athletics university"
"3491","support worker group home"
"3492","chomeur"
"3493","accounting / maternity leave"
"3494","medical lab technologist"
"3495","marketing consultant"
"3496","full time parent"
"3497","senior application developer"
"3498","chef reception"
"3499","arpenteure-géomètre"
"3500","conseiller syndical"
"3501","airline supervisor"
"3502","paiemaître"
"3503","marine construction mgr."
"3504","marketing/sales management"
"3505","animateur télé"
"3506","libraire"
"3507","trainer facilator"
"3508","approvisionnement international"
"3509","income tax and organisational consultant, part-time, semi-retired"
"3510","employé"
"3511","procurement administrator for prov govt"
"3512","consultant - full time self employed"
"3513","temps plein travail"
"3514","physiothérapeute"
"3515","front line social services worker"
"3516","oilfield directional driller."
"3517","technologue sénior environnement"
"3518","instructeur/moniteur de conduite auto"
"3519","chef de projet"
"3520","emploi de bureau"
"3521","cuisinière et préposée"
"3522","directeur technique théâtre"
"3523","travail autonome"
"3524","operateur"
"3525","ingenieur de son"
"3526","préposé aux pieces automobiles"
"3527","expert-comptable"
"3528","coordonnatrice de recherche"
"3529","professional, craftsperson"
"3530","technicien gestion invalidité"
"3531","chef d'opération stm"
"3532","travailleur forestier"
"3533","souscripteur"
"3534","compliance analyst"
"3535","software quality assurance"
"3536","arts and art education"
"3537","travail temps partiel"
"3538","international business consultant"
"3539","chauffeur"
"3540","landscape foreman:designers"
"3541","transport"
"3542","facilities supervisor"
"3543","instrumentation specialist"
"3544","travailleur des médias"
"3545","consultant construction administration"
"3546","cons relations de travail"
"3547","international education"
"3548","it sec/paralegal"
"3549","telecom manager"
"3550","tax advisor"
"3551","retired lpn"
"3552","engineering leadership"
"3553","library"
"3554","pharmacienne"
"3555","full time student, part time banker"
"3556","small business"
"3557","office clerck"
"3558","senior policy advisor"
"3559","analyste en relations d'affaires"
"3560","médecine"
"3561","sales & marketing"
"3562","distribution and logistics"
"3563","elementary principal"
"3564","ingenieur"
"3565","operations (trainee)"
"3566","food scientist"
"3567","non profit"
"3568","special education teacher"
"3569","recherche éducative"
"3570","professionnelle de la communication"
"3571","accomodations clerk"
"3572","releif worker"
"3573","desktop publisher/editor"
"3574","human resource professional"
"3575","contracts analyst"
"3576","éleveur de bisons"
"3577","supervisor emergency services"
"3578","financial administrator"
"3579","curently a homemaker but before i was working in comercial custodial"
"3580","self employed partime"
"3581","electrition"
"3582","metal sales"
"3583","bell canada"
"3584","collectionneur"
"3585","infographiste"
"3586","organizational and leadership development"
"3587","govt employee"
"3588","event designer and internet sales"
"3589","company director (mining)"
"3590","comptable professionnel"
"3591","serveuse"
"3592","mtn guide"
"3593","purchasing mgr"
"3594","lighting designer theatre"
"3595","a/p and payroll"
"3596","emergency medical services- paramedic"
"3597","cadre superieur"
"3598","elec tech"
"3599","retired law enforcement"
"3600","maternity leave. data entry and gis"
"3601","law officer"
"3602","customer representative"
"3603","temp plein"
"3604","health care administration"
"3605","transit driver"
"3606","billingual csr"
"3607","sécurité"
"3608","ingénieur civil"
"3609","rural service mail carrier for canada post"
"3610","non-profit manager"
"3611","\bank"
"3612","retail grocery"
"3613","education officer - provincial ministry of education"
"3614","oil and gas"
"3615","commis vente"
"3616","éducation spécialisée"
"3617","addiction services"
"3618","retail professional"
"3619","agent de programmes"
"3620","maladie rrq"
"3621","linguiste"
"3622","box office manager"
"3623","sawmill worker"
"3624","reporter"
"3625","lab supervisor"
"3626","geophysicien"
"3627","railcar mechanic"
"3628","dr"
"3629","technitien"
"3630","millwork"
"3631","gouvernement"
"3632","travailleuse"
"3633","transfer care specialist"
"3634","coo, cfo"
"3635","student affairs"
"3636","business management"
"3637","enseigante"
"3638","nurses aide"
"3639","espère être capable de fournir"
"3640","travailleur temp plein"
"3641","géologue stagiaire"
"3642","student/part time employee"
"3643","i work with computers"
"3644","ébénistes"
"3645","hvac management"
"3646","salarié"
"3647","supervision"
"3648","pet care business owner"
"3649","agent de douane"
"3650","full time employed"
"3651","technicienne aux rh"
"3652","ai technician"
"3653","public accountant"
"3654","flag person"
"3655","pr director"
"3656","directeur de marketing"
"3657","relation de travail"
"3658","fonctionnaire fédérale"
"3659","travail a temps partiel"
"3660","commis-comptable"
"3661","international homestay coordinator for high schools."
"3662","physio"
"3663","chairman"
"3664","directeur administratif"
"3665","patron"
"3666","psychiatric r.n."
